R|Асен Златаров|0050107799|10|10|2000|m|4.1|4.2|4.3|4|4.1|4|2024
P|Боряна Генова|0149195577|19|9|2001|f|5.3|5.4|5.5|5.2|5.1|4|2024
R|Георги Първанов|0148189900|18|8|2001|m|4.95|5|4.9|4.95|4.95|4|2024
P|Желю Желев|0041015566|1|1|2000|m|5.85|5.9|5.8|5.85|5.85|4|2024
P|Ивайло Борисов|0141217788|21|1|2001|m|5.45|5.5|5.4|5.45|5.45|4|2025
R|Иван Демерджиев|0150205566|20|10|2001|m|4.95|5|4.9|4.95|4.95|4|2025
R|Иван Костов|0150203344|20|10|2001|m|4.15|4.2|4.1|4.15|4.15|4|2024
R|Ивана Георгиева|0244149911|14|4|2002|f|6|5.5|6|5.5|6|4|2024
R|Йордан Йовков|0150103344|10|10|2001|m|6|5|6|5|6|4|2025
R|Кирил Петков|0149197788|19|9|2001|m|3.15|3.2|3.1|3.15|3.15|4|2023
P|Мария Габриел|0247079900|7|7|2002|f|5.75|5.8|5.7|5.75|5.75|4|2023
R|Мирослав Ангелов|0247073355|7|7|2002|m|4.9|4.8|4.7|4.6|4.5|4|2024
R|Петър Стоянов|0144147788|14|4|2001|m|3.45|3.5|3.4|3.45|3.45|4|2024
R|Петя Първанова|0243035566|3|3|2002|f|5.55|5.6|5.5|5.55|5.55|4|2023
P|Росен Плевнелиев|0046163344|16|6|2000|m|4.45|4.5|4.4|4.45|4.45|4|2023
R|Снежана Атанасова|0245259900|25|5|2002|f|4.05|4.1|4|4.05|4.05|4|2025
R|Таня Стоева|0248185566|18|8|2002|f|4.65|4.7|4.6|4.65|4.65|4|2025
R|Албена Денкова|0251217799|21|11|2002|f|4.95|5|4.9|4.95|4.95|5|2025
P|Анелия Цанева|0242023355|2|2|2002|f|3.75|3.8|3.7|3.75|3.75|5|2025
P|Бойко Борисов|0044045577|4|4|2000|m|3.65|3.7|3.6|3.65|3.65|5|2023
P|Георги Георгиев|0146161122|16|6|2001|m|3|3.5|3|3.5|3|5|2024
R|Десислава Радева|0248183355|18|8|2002|f|5.25|5.3|5.2|5.25|5.25|5|2023
R|Емил Костадинов|0141115566|11|1|2001|m|5|4|5|4|5|5|2024
R|Жан Виденов|0142023355|2|2|2001|m|3.05|3.1|3|3.05|3.05|5|2024
R|Корнелия Нинова|0250107799|10|10|2002|f|4.85|4.9|4.8|4.85|4.85|5|2023
R|Красимира Николова|0243233344|23|3|2002|f|4.7|4.7|4.7|4.7|4.7|5|2024
R|Мартин Луканов|0146161133|16|6|2001|m|5.95|6|5.9|5.95|5.95|5|2025
R|Радостин Марков|0149095577|9|9|2001|m|5.15|5.2|5.1|5.15|5.15|5|2025
P|Ренета Инджова|0241017799|1|1|2002|f|4.65|4.7|4.6|4.65|4.65|5|2024
P|Светла Иванова|0250207788|20|10|2002|f|4.3|4.3|4.3|4.3|4.3|5|2024
P|Симеон Сакскобургготски|0046161133|16|6|2000|m|6|5.5|6|5.5|6|5|2024
R|Слави Трифонов|0141111133|11|1|2001|m|4.35|4.4|4.3|4.35|4.35|5|2023
R|Филип Димитров|0145155577|15|5|2001|m|5.35|5.4|5.3|5.35|5.35|5|2024
